Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
drive pcr,34,34,50,25,0.00,https://www.algeco.fr/newsroom/confort-et-flexibilite-des-drive-pcr-crees-en-3-jours,0,0,0.00,0,48900000,"[9,9,14,11,7,2,2,2,2,2,2,2]",2023-06-04,"Image pack, Image, People also ask, Indented","commercial, informational",Organic
laboratoire clinique mutualiste pessac,48,48,90,24,0.00,https://www.algeco.fr/professionnels-de-sante/etablissements-de-sante,0,0,0.00,0,96,"[50,64,78,50,78,78,100,78,100,78,50,28]",2023-06-03,"Knowledge panel, Image pack, Image, Indented, Related searches",navigational,Organic
cabinet vision,78,78,210,30,0.00,https://www.algeco.fr/newsroom/cabinet-medical-modulaire-confort-et-evolutivite-pour-le-nouveau-cabinet-medical-de-carsac,0,0,0.00,0,191000000,"[81,100,81,43,65,81,65,53,65,65,65,65]",2023-06-19,"Knowledge panel, Sitelinks, Video Carousel, Indented, Related searches",navigational,Organic
refectoir,71,71,480,31,0.00,https://www.algeco.fr/professionnels-du-btp/base-vie/refectoire-de-chantier,0,0,0.00,0,2550000,"[25,20,16,100,31,25,11,13,20,25,16,31]",2023-06-13,"Instant answer, Knowledge panel, Local pack, Reviews, People also ask, Find results on, Related searches",commercial,Organic
algeco aménagé occasion,13,13,50,13,0.45,https://www.algeco.fr/,0,0,0.00,0.41,79,"[10,17,10,10,12,12,10,5,10,12,12,12]",2023-05-31,"Reviews, Image, Related searches",commercial,Organic
code postal 36,80,80,170,17,0.00,https://www.algeco.fr/recherche,0,0,0.00,0,93,"[100,80,100,100,66,66,100,80,66,66,80,100]",2023-06-13,"Image pack, Reviews, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
urgence pediatrique brest,18,18,110,24,0.00,https://www.algeco.fr/realisations/creer-une-extension-pediatrique-en-urgence-exemple-a-brest,0,0,0.00,0.01,85,"[64,52,82,82,52,64,64,82,52,52,52,52]",2023-06-11,"Local pack, Image pack, Sitelinks, Reviews, Image, People also ask, Find results on, Indented, Related searches","commercial, navigational",Organic
typographie modulaire,80,80,210,12,0.00,https://www.algeco.fr/newsroom/saga-algeco-4-le-logo-algeco,0,0,0.00,0,39200,"[44,15,6,11,44,81,54,23,54,44,54,35]",2023-06-18,"Image pack, Image, Related searches",informational,Organic
progress santé,85,85,880,20,0.00,https://www.algeco.fr/newsroom/cabinet-medical-modulaire-confort-et-evolutivite-pour-le-nouveau-cabinet-medical-de-carsac,0,0,0.00,0,12700000,"[81,62,62,36,62,55,36,45,55,45,62,62]",2023-06-16,"Knowledge panel, Sitelinks, Reviews, FAQ, Indented, Related searches",navigational,Organic
construction modulaire habitation,82,82,70,8,0.71,https://www.algeco.fr/construction-modulaire,0,0,0.00,1,232000,"[52,52,29,52,64,64,11,11,64,64,64,29]",2023-06-06,"Reviews, Ads bottom, Related searches","commercial, informational",Organic
festival onzebouge,31,31,110,19,0.00,https://www.algeco.fr/realisations/kiosque-modulaire-festival-onze-bouge-75,0,0,0.00,0,468000,"[9,100,5,2,2,2,2,3,0,0,0,1]",2023-06-02,"Knowledge panel, Image pack, Sitelinks, Reviews, Indented",navigational,Organic
définition modulaire,49,49,170,36,0.00,https://www.algeco.fr/construction-modulaire,0,0,0.00,0,894000,"[3,53,34,26,100,80,80,42,80,65,80,65]",2023-06-11,"Instant answer, Knowledge panel, Image pack, People also ask, Indented, Related searches",informational,Organic
bureau préfabriqué prix,45,45,40,14,1.40,https://www.algeco.fr/professionnels-du-btp/base-vie/salle-de-reunion-pour-chantier,0,0,0.00,1,284000,"[14,35,35,14,21,28,35,21,28,28,50,21]",2023-06-09,"Sitelinks, Reviews, Featured snippet, Image, Ads top, Ads bottom, Indented, Related searches",navigational,Organic
ligne 11 rosny sous bois,69,69,40,31,0.00,https://www.algeco.fr/newsroom/la-ligne-11-du-metro-avance-avec-algeco,0,0,0.00,0,1400000,"[44,22,22,33,44,44,44,55,55,55,44,44]",2023-06-18,"Image pack, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
l occitane manosque,34,34,880,40,0.81,https://www.algeco.fr/realisations/l-occitane-en-provence-manosque-04,0,0,0.00,0.78,349000,"[45,62,62,62,36,81,45,45,24,55,45,100]",2023-06-19,"Local pack, Sitelinks, Reviews, Image, Indented, Related searches",commercial,Organic
travailler a l'international,69,69,50,26,0.00,https://www.algeco.fr/travailler-a-l-international,0,0,0.00,0,183000000,"[26,42,11,15,11,11,15,15,19,15,19,19]",2023-06-19,"Image pack, Sitelinks, Reviews, Featured snippet, Ads bottom, People also ask, Indented, Related searches",informational,Organic
location wc chantier prix,96,96,50,5,0.81,https://www.algeco.fr/professionnels-du-btp/base-vie/sanitaires-de-chantier-prets-lemploi,0,0,0.00,0.77,1480000,"[50,78,50,28,28,35,28,14,28,21,35,78]",2023-06-15,"Image pack, Sitelinks, Reviews, Image, Related searches",transactional,Organic
rencontre macon,67,67,90,9,0.74,https://www.algeco.fr/newsroom/rencontre-avec-romain-billoud-responsable-de-paie-au-siege-social-macon,0,0,0.00,0.49,2160000,"[42,42,34,19,42,42,42,42,34,34,26,34]",2023-05-27,"Image pack, Reviews, Related searches",commercial,Organic
prénom lionel en amour,99,99,40,21,0.00,https://www.algeco.fr/newsroom/un-jour-saint-amour-rencontre-avec-lionel-pillon,0,0,0.00,0,278000,"[100,100,80,60,80,80,80,80,100,60,40,100]",2023-06-02,"Reviews, Featured snippet, People also ask, Indented, Related searches",informational,Organic
algeco definition,10,10,50,19,0.00,https://www.algeco.fr/faq,0,0,0.00,0,112000,"[0,11,5,0,0,82,64,82,23,0,23,100]",2023-05-29,"Knowledge panel, Image pack, Sitelinks, Reviews, People also ask, Indented, Related searches",informational,Organic
algeco definition,11,11,50,19,0.00,https://www.algeco.fr/construction-modulaire,0,0,0.00,0,112000,"[0,11,5,0,0,82,64,82,23,0,23,100]",2023-05-29,"Knowledge panel, Image pack, Sitelinks, Reviews, People also ask, Indented, Related searches",informational,Organic
algeco definition,12,12,50,19,0.00,https://www.algeco.fr/faq/quelle-est-la-difference-entre-la-construction-modulaire-la-construction-hors-site-et-la,0,0,0.00,0,112000,"[0,11,5,0,0,82,64,82,23,0,23,100]",2023-05-29,"Knowledge panel, Image pack, Sitelinks, Reviews, People also ask, Indented, Related searches",informational,Organic
algeco definition,13,13,50,19,0.00,https://www.algeco.fr/,0,0,0.00,0,112000,"[0,11,5,0,0,82,64,82,23,0,23,100]",2023-05-29,"Knowledge panel, Image pack, Sitelinks, Reviews, People also ask, Indented, Related searches",informational,Organic
batiment 2a beaulieu,38,38,110,16,0.00,https://www.algeco.fr/realisations/bureaux-et-salles-de-formation-la-fondation-sante-etudiante-france-rennes-35,0,0,0.00,0,85,"[5,5,5,5,82,53,35,17,23,28,23,28]",2023-06-17,"Local pack, Image pack, Reviews, Related searches",commercial,Organic
location base de vie,21,21,40,12,2.66,https://www.algeco.fr/professionnels-du-btp/base-vie,0,0,0.00,0.56,54500000,"[29,17,17,11,17,17,23,17,17,23,29,29]",2023-06-09,"Sitelinks, Reviews, Image, Ads top, Ads bottom, Indented, Related searches",informational,Organic
l agence strasbourg,82,82,70,18,0.00,https://www.algeco.fr/nos-agences/agence-strasbourg,0,0,0.00,0.01,24300000,"[4,4,22,22,22,22,4,4,22,22,18,18]",2023-06-02,"Knowledge panel, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
metro ligne 11 travaux,67,67,90,33,0.00,https://www.algeco.fr/newsroom/la-ligne-11-du-metro-avance-avec-algeco,0,0,0.00,0,2790000,"[5,5,7,10,12,28,12,12,35,43,35,100]",2023-05-26,"Reviews, Image, People also ask, Indented, Related searches",informational,Organic
modulaire synonyme,20,20,140,29,0.00,https://www.algeco.fr/newsroom/la-construction-modulaire-synonyme-de-l-architecture-de-tous-les-possibles,0,0,0.00,0,331000,"[64,82,82,82,82,100,100,82,52,52,82,52]",2023-06-18,"Knowledge panel, Reviews, Featured snippet, People also ask, Indented, Related searches",informational,Organic
permis de construire provisoire,21,21,40,10,0.00,https://www.algeco.fr/faq/ai-je-besoin-d-un-permis-de-construire,0,0,0.00,0.02,2970000,"[14,19,23,19,23,23,19,14,14,33,23,23]",2023-06-02,"Image pack, Reviews, People also ask, Indented, Related searches",informational,Organic
lycée pierre mendes france ris orangis,41,41,260,28,0.00,https://www.algeco.fr/realisations/renovation-integrale-du-lycee-pierre-mendes-france-de-ris-orangis-priorite-au-bien-etre-des-eleves,0,0,0.00,0,87,"[54,43,54,35,81,29,35,35,100,43,54,43]",2023-06-19,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Related searches",navigational,Organic
yazici lille,65,65,110,46,0.00,https://www.algeco.fr/newsroom/un-jour-lille-rencontre-avec-emilie-yazici-ingenieure-commerciale-agence-lille,0,0,0.00,0,290000,"[11,6,15,81,66,18,8,3,3,3,3,8]",2023-06-03,"Knowledge panel, Sitelinks, Image, Indented, Related searches",informational,Organic
centre de santé sarlat,73,73,110,23,0.00,https://www.algeco.fr/newsroom/cabinet-medical-modulaire-confort-et-evolutivite-pour-le-nouveau-cabinet-medical-de-carsac,0,0,0.00,0,96,"[78,64,100,100,64,64,78,78,50,64,78,64]",2023-06-16,"Knowledge panel, Image pack, Reviews, Image, FAQ, Indented, Related searches",navigational,Organic
eco gestes au bureau,31,31,110,20,0.98,https://www.algeco.fr/newsroom/quels-eco-gestes-au-bureau,0,0,0.00,0.06,2030000,"[21,21,21,3,100,100,53,28,43,15,21,12]",2023-06-07,"Sitelinks, Reviews, Indented, Related searches",informational,Organic
15m2 dimension,52,52,40,20,0.00,https://www.algeco.fr/professionnels-du-btp/base-vie/cuisine-de-chantier,0,0,0.00,0,731000,"[2,2,2,2,2,2,3,2,11,11,9,5]",2023-06-16,"Image pack, Reviews, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
incendie saint amour jura,55,55,110,36,0.00,https://www.algeco.fr/newsroom/un-jour-saint-amour-visite-de-l-usine-de-demain,0,0,0.00,0,63,"[21,0,65,34,100,28,15,53,0,0,81,0]",2023-06-02,"Knowledge panel, Image pack, Reviews, People also ask, Indented, Related searches",informational,Organic
salle cesson,58,58,40,22,0.00,https://www.algeco.fr/realisations/salle-modulaire-periscolaire-bourchevreuil-cesson-s%C3%A9vign%C3%A9,0,0,0.00,0.03,2030000,"[17,64,17,11,64,17,17,11,17,29,11,17]",2023-06-08,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
saint amour incendie,95,95,70,26,0.00,https://www.algeco.fr/newsroom/un-jour-saint-amour-visite-de-l-usine-de-demain,0,0,0.00,0,3570000,"[28,12,3,100,21,12,12,21,0,81,0,0]",2023-06-05,"Image pack, Sitelinks, Reviews, Image, Indented, Related searches",informational,Organic
normes erp,97,97,1000,31,0.59,https://www.algeco.fr/faq/suis-je-conforme-aux-normes-des-batiments-classes-erp,0,0,0.00,0.04,2320000,"[76,100,45,45,55,67,76,76,100,76,100,100]",2023-06-19,"Sitelinks, Reviews, People also ask, Indented, Related searches",informational,Organic
dermatologue 66,69,69,720,21,0.00,https://www.algeco.fr/newsroom/cabinet-medical-modulaire-confort-et-evolutivite-pour-le-nouveau-cabinet-medical-de-carsac,0,0,0.00,0,81,"[81,81,100,81,81,100,67,44,81,67,81,81]",2023-06-18,"Local pack, Reviews, Featured snippet, People also ask, Find results on, Indented, Related searches",commercial,Organic
ariane marquage,47,47,50,31,0.00,https://www.algeco.fr/faq/est-ce-que-le-marquage-ce-est-obligatoire-sur-les-modules-en-location-vente,0,0,0.00,0,139000,"[100,45,45,45,100,36,45,18,18,18,100,18]",2023-06-16,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented",navigational,Organic
mairie de pourcieux,84,84,170,26,0.00,https://www.algeco.fr/newsroom/ecole-maternelle-de-pourcieux-83-un-etablissement-haut-en-couleur,0,0,0.00,0,93,"[80,100,100,80,80,53,53,42,80,53,65,53]",2023-06-16,"Knowledge panel, Sitelinks, Reviews, Related searches",navigational,Organic
viee,69,69,170,48,0.00,https://www.algeco.fr/professionnels-du-btp/base-vie,0,0,0.00,0,1960000,"[100,100,80,100,66,100,80,80,80,66,66,100]",2023-06-12,"Sitelinks, Reviews, People also ask, Indented, Related searches, See results about",navigational,Organic
clinique mutualiste à pessac,81,0,110,38,0.00,https://www.algeco.fr/realisations/clinique-mutualiste-de-pessac-priorite-a-l-accessibilite-a-la-securite-et-au-confort,0,0,0.00,0,89,"[100,64,64,82,64,64,82,64,82,41,64,64]",2023-06-22,"Local pack, Image pack, Sitelinks, Reviews, Image, People also ask, Find results on, Related searches","commercial, navigational",Organic
fedex roissy,44,44,1000,37,0.05,https://www.algeco.fr/realisations/salles-de-formation-fedex-roissy-95,0,0,0.00,0.03,1050000,"[81,81,62,62,62,81,55,62,62,62,62,62]",2023-06-18,"Knowledge panel, Reviews, Image, People also ask, Indented, Related searches","navigational, transactional",Organic
base vie autonome,72,72,50,2,1.40,https://www.algeco.fr/professionnels-du-btp/base-vie,0,0,0.00,0.37,17800000,"[8,8,8,6,5,11,8,8,8,18,11,15]",2023-05-27,"Sitelinks, Reviews, Image, Related searches",commercial,Organic
lycée camille julian bordeaux,44,44,140,31,0.00,https://www.algeco.fr/newsroom/rehabilitation-du-lycee-camille-jullian-bordeaux-des-modules-achemines-par-les-airs-impossible-n-est,0,0,0.00,0,82900,"[0,0,30,0,100,0,0,0,0,0,0,0]",2023-05-26,"Knowledge panel, Sitelinks, Reviews, Image, FAQ, Related searches",navigational,Organic
compagnie generale de location d equipement,73,73,70,16,0.86,https://www.algeco.fr/conditions-generales-de-location,0,0,0.00,0.01,361000,"[63,63,45,100,36,63,36,45,27,63,100,45]",2023-06-18,"Local pack, Image pack, Indented, Related searches",commercial,Organic
espace urbains,87,87,90,28,0.48,https://www.algeco.fr/newsroom/le-partage-et-l-ephemere-transforment-l-espace-urbain,0,0,0.00,0,142000000,"[100,28,6,0,43,28,53,15,21,9,43,21]",2023-06-21,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, People also ask, Find results on, Indented, Related searches",informational,Organic
incendie saint amour,94,73,260,34,0.00,https://www.algeco.fr/newsroom/un-jour-saint-amour-visite-de-l-usine-de-demain,0,0,0.00,0,3900000,"[0,0,2,2,0,0,0,0,0,100,7,1]",2023-06-22,"Knowledge panel, Sitelinks, Reviews, Indented, Related searches",informational,Organic
siege romain,53,53,90,23,0.00,https://www.algeco.fr/newsroom/rencontre-avec-romain-billoud-responsable-de-paie-au-siege-social-macon,0,0,0.00,0.18,1890000,"[78,50,64,64,50,50,50,78,64,64,78,78]",2023-06-11,"Knowledge panel, Sitelinks, Reviews, Featured snippet, Image, People also ask, Related searches",informational,Organic
orly incendie,94,94,50,30,0.00,https://www.algeco.fr/realisations/orly-92-une-base-vie-de-haut-vol-pour-un-nouveau-parvis,0,0,0.00,0,717000,"[6,9,6,6,100,6,6,6,6,6,6,6]",2023-06-07,"Image pack, Sitelinks, Image, Video Carousel, Related searches",informational,Organic
inventions nos vies bas carbone,51,51,50,15,0.00,https://www.algeco.fr/newsroom/algeco-la-croisee-de-tous-les-progres,0,0,0.00,0,383000,"[10,100,2,0,0,0,0,0,0,0,0,0]",2023-06-02,"Image pack, Sitelinks, Reviews, Video Carousel, Related searches",navigational,Organic
hekla tour,67,67,170,39,0.00,https://www.algeco.fr/realisations/tour-hekla-une-super-base-vie-sur-mesure-pour-le-plus-haut-gratte-ciel-de-france,0,0,0.00,0,741000,"[28,35,35,35,23,35,28,28,100,43,35,53]",2023-05-31,"Knowledge panel, Sitelinks, Reviews, People also ask, Indented, Related searches",navigational,Organic
dimension bungalow chantier,24,24,170,13,0.54,https://www.algeco.fr/professionnels-du-btp/base-vie/cuisine-de-chantier,0,0,0.00,0.18,135000,"[80,80,53,42,53,53,65,42,65,80,65,53]",2023-06-03,"Image pack, Reviews, Featured snippet, Image, People also ask, Related searches",informational,Organic
chantier notre dame de paris,68,68,880,39,0.70,https://www.algeco.fr/newsroom/bases-vie-au-chevet-de-notre-dame-de-paris-coulisses-d-un-chantier-hors-normes,0,0,0.00,0.01,3330000,"[10,13,16,13,20,24,20,36,30,54,79,100]",2023-06-18,"Sitelinks, Reviews, Image, Video Carousel, People also ask, Related searches",informational,Organic
rptx sncf,16,21,50,8,0.00,https://www.algeco.fr/newsroom/rapide-et-flexible-sncf-choisi-algeco-pour-creer-les-nouveaux-bureaux-de-ses-equipes-securite-et-maintenance,0,0,0.00,0,67,"[15,19,7,15,15,19,26,15,19,19,34,19]",2023-06-22,"Image pack, Indented, Related searches",informational,Organic
indexation gasoil obligatoire,88,88,110,17,0.00,https://www.algeco.fr/conditions-generales-de-location,0,0,0.00,0,13400,"[23,23,23,11,23,23,28,18,28,18,18,15]",2023-06-07,"Featured snippet, People also ask, Indented, Related searches",informational,Organic
clé d'un dortoir préfabriqué,37,37,40,3,0.00,https://www.algeco.fr/professionnels-du-btp/base-vie/salle-de-reunion-pour-chantier,0,0,0.00,0.05,87,"[0,0,0,80,9,9,9,9,9,100,19,9]",2023-05-30,"Sitelinks, Reviews, Indented, Related searches",informational,Organic
laboratoire ploërmel,61,61,110,31,0.00,https://www.algeco.fr/realisations/capsugel-un-laboratoire-pharmaceutique-modulaire-avant-gardiste,0,0,0.00,0,97,"[42,42,42,42,34,42,42,42,26,53,42,34]",2023-06-12,"Knowledge panel, Image pack, Image, Indented",navigational,Organic
bungalow modulaire occasion,51,51,40,17,0.80,https://www.algeco.fr/,0,0,0.00,1,70,"[60,100,80,60,80,80,80,60,80,80,80,80]",2023-06-15,"Local pack, Reviews, Image, Ads bottom, Find results on, Indented, Related searches",commercial,Organic
87 quai d'orsay,54,54,40,13,0.00,https://www.algeco.fr/realisations/chantier-de-renforcement-de-la-ligne-du-rer-c-spie-quai-d-orsay-paris-75,0,0,0.00,0,1020000,"[0,33,33,0,0,77,100,100,100,100,22,22]",2023-05-29,"Image pack, Indented, Address pack",informational,Organic
bloc sanitaire autonome,33,33,90,1,0.64,https://www.algeco.fr/professionnels-du-btp/base-vie/sanitaires-de-chantier-prets-lemploi,0,0,0.00,1,887000,"[12,34,15,12,34,34,28,34,15,28,43,34]",2023-05-30,"Image pack, Reviews, Image, Indented, Related searches",informational,Organic
wagram terminal,27,27,50,17,0.00,https://www.algeco.fr/realisations/wagram-des-espaces-haut-de-gamme-sur-un-site-classe-seveso,0,0,0.00,0,514000,"[18,18,18,18,100,100,100,18,81,18,18,18]",2023-06-07,"Knowledge panel, Reviews, FAQ, Indented, Related searches",informational,Organic
bungalow modulaire,42,42,110,8,1.51,https://www.algeco.fr/,0,0,0.00,0.99,165000,"[52,52,64,52,100,64,52,52,52,52,64,41]",2023-06-15,"Local pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
al tempo,61,61,480,19,0.00,https://www.algeco.fr/newsroom/algeco-rachete-altempo,0,0,0.00,0,2290000000,"[81,6,66,66,81,100,66,66,100,81,81,66]",2023-06-11,"Local pack, Image pack, Sitelinks, Reviews, Video Carousel, Find results on, Indented","commercial, navigational",Organic
centres de vaccination,80,80,170,68,0.65,https://www.algeco.fr/professionnels-de-sante/centres-de-vaccination,0,0,0.00,0.01,22200000,"[36,30,0,0,5,0,0,5,5,0,2,0]",2023-06-09,"Local pack, Sitelinks, Find results on, Indented",commercial,Organic
algeco occasion le bon coin,18,18,480,40,0.48,https://www.algeco.fr/,0,0,0.00,0.12,52,"[48,39,32,32,39,39,39,32,72,59,72,48]",2023-06-15,"Reviews, Ads bottom, Indented","navigational, transactional",Organic
préfabriqués occasion,46,46,40,8,0.70,https://www.algeco.fr/,0,0,0.00,0.99,346000,"[36,36,45,45,100,45,45,36,36,27,18,18]",2023-06-17,"Local pack, Reviews, Image, Find results on, Related searches",commercial,Organic
bungalow préfabriqué,77,77,50,4,1.27,https://www.algeco.fr/,0,0,0.00,1,60800,"[41,29,29,29,11,17,23,29,29,29,52,29]",2023-06-09,"Image pack, Sitelinks, Reviews, Image, Ads bottom, Indented, Related searches",informational,Organic
urgence hopital antony,43,43,170,24,0.00,https://www.algeco.fr/realisations/antony-92-algeco-toujours-aux-cotes-des-hopitaux-pendant-la-crise-sanitaire,0,0,0.00,0,99,"[80,100,66,66,66,66,80,100,66,66,80,66]",2023-06-15,"Knowledge panel, Image pack, Reviews, Image, Indented, Related searches",informational,Organic
prix bungalow 30m2,72,72,50,23,0.60,https://www.algeco.fr/professionnels-du-btp/base-vie/salle-de-reunion-pour-chantier,0,0,0.00,1,156000,"[14,14,14,14,14,14,8,4,8,10,18,10]",2023-06-05,"Image pack, Sitelinks, Reviews, Featured snippet, Image, People also ask, Indented, Related searches",transactional,Organic
plast architectes,39,41,90,20,0.00,https://www.algeco.fr/realisations/un-batiment-modulaire-sur-le-site-du-parc-eolien-de-guerande-44,0,0,0.00,0,69,"[53,6,6,6,34,34,34,53,34,34,28,6]",2023-06-22,"Knowledge panel, Image pack, Sitelinks, Reviews, FAQ, Related searches",navigational,Organic
alfred daney,78,78,40,20,0.00,https://www.algeco.fr/realisations/ecole-alfred-daney-bordeaux-metropole-33,0,0,0.00,0,877000,"[11,11,11,17,41,29,23,23,23,17,23,17]",2023-06-10,"Knowledge panel, Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
pmr bâtiment,57,57,50,30,0.57,https://www.algeco.fr/newsroom/des-batiments-modulaires-algeco-adaptes-aux-pmr,0,0,0.00,0.01,5260000,"[4,8,6,10,14,14,10,10,18,2,10,18]",2023-06-08,"Sitelinks, Reviews, People also ask, Related searches",informational,Organic
location bungalow bureau,24,24,40,10,3.01,https://www.algeco.fr/professionnels-du-btp/base-vie/salle-de-reunion-pour-chantier,0,0,0.00,0.78,5930000,"[33,44,44,44,33,55,33,44,33,44,33,33]",2023-05-28,"Local pack, Reviews, Ads bottom, Find results on, Indented, Related searches",commercial,Organic
clement cividino,51,51,70,27,0.58,https://www.algeco.fr/newsroom/retour-vers-le-futur,0,0,0.00,0.09,53,"[21,78,100,64,64,50,35,35,50,28,78,50]",2023-06-19,"Knowledge panel, Image pack, Reviews, Image",informational,Organic
centres de vaccinations,87,87,50,73,0.00,https://www.algeco.fr/professionnels-de-sante/centres-de-vaccination,0,0,0.00,0.01,14800000,"[0,0,0,0,0,0,0,100,52,33,42,23]",2023-06-07,"Local pack, Sitelinks, Image, People also ask, Find results on, Indented",commercial,Organic
87 quai d orsay,53,53,70,13,0.00,https://www.algeco.fr/realisations/chantier-de-renforcement-de-la-ligne-du-rer-c-spie-quai-d-orsay-paris-75,0,0,0.00,0,1080000,"[100,100,18,18,100,100,100,100,100,18,18,18]",2023-06-02,"Image pack, Indented, Address pack",informational,Organic
compagnie generale de location-compagnie generale de location d'equipe,37,37,110,16,0.00,https://www.algeco.fr/conditions-generales-de-location,0,0,0.00,0,405000,"[52,100,100,42,42,42,52,33,52,52,52,52]",2023-06-17,"Local pack, Reviews, Indented, Related searches",commercial,Organic
telephone modulaire,60,60,170,28,0.34,https://www.algeco.fr/,0,0,0.00,1,300000,"[34,26,34,7,80,80,80,65,100,42,80,80]",2023-06-18,"Knowledge panel, Reviews, Image, People also ask, Indented, Related searches","informational, transactional",Organic
architecture modulaire définition,1,1,40,26,0.00,https://www.algeco.fr/newsroom/la-saga-algeco-1,0,0,0.00,0.01,250000,"[18,18,18,18,18,18,100,100,18,18,18,18]",2023-05-27,"Reviews, Featured snippet, People also ask, Related searches, See results about",informational,People also ask
architecture modulaire définition,84,84,40,26,0.00,https://www.algeco.fr/construction-modulaire,0,0,0.00,0.01,250000,"[18,18,18,18,18,18,100,100,18,18,18,18]",2023-05-27,"Reviews, Featured snippet, People also ask, Related searches, See results about",informational,Organic
definition modulaire,53,53,70,38,0.00,https://www.algeco.fr/faq/quelle-est-la-difference-entre-la-construction-modulaire-la-construction-hors-site-et-la,0,0,0.00,0,432000,"[64,35,21,0,100,78,50,28,64,35,78,50]",2023-06-15,"Instant answer, Image pack, Reviews, People also ask, Indented, Related searches, See results about",informational,Organic
dimension bungalow algeco,6,6,40,9,0.59,https://www.algeco.fr/professionnels-du-btp/base-vie/cuisine-de-chantier,0,0,0.00,0.4,84,"[18,36,18,18,18,36,36,18,27,36,81,100]",2023-06-10,"Image pack, Reviews, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
future ligne 11,87,87,210,31,0.00,https://www.algeco.fr/newsroom/la-ligne-11-du-metro-avance-avec-algeco,0,0,0.00,0,127000000,"[65,65,53,43,43,81,43,43,100,100,81,81]",2023-06-19,"Image pack, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
carré santé gratte ciel,89,89,40,26,0.00,https://www.algeco.fr/professionnels-du-btp/super-base-vie,0,0,0.00,0.01,326000,"[3,0,0,0,0,2,1,1,2,4,0,0]",2023-06-06,"Knowledge panel, Image pack, Sitelinks, Image, Related searches",navigational,Organic
coefficient de raccordement bt01,81,81,40,19,0.00,https://www.algeco.fr/conditions-generales-de-location,0,0,0.00,0,3440,"[8,10,8,6,4,6,6,4,6,14,8,8]",2023-05-28,"Image pack, Sitelinks, Featured snippet, People also ask, Indented, Related searches",informational,Organic
cabanes de chantier,74,74,140,18,0.73,https://www.algeco.fr/professionnels-du-btp/base-vie,0,0,0.00,1,5880000,"[5,11,2,100,2,14,5,1,1,0,5,3]",2023-06-19,"Local pack, Image pack, Sitelinks, Reviews, Image, People also ask, Find results on, Indented",informational,Organic
metro rosny sous bois,49,49,260,42,0.00,https://www.algeco.fr/realisations/une-base-vie-avec-terrasse-en-bois-pour-les-equipes-du-prolongement-de-la-ligne-11-du-metro-de-paris,0,0,0.00,0.01,910000,"[100,81,65,53,100,81,81,81,100,65,81,65]",2023-06-19,"Knowledge panel, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
réfectoire,77,75,2900,36,0.00,https://www.algeco.fr/professionnels-du-btp/base-vie/refectoire-de-chantier,0,0,0.00,0,2870000,"[80,100,80,36,100,80,100,80,100,66,100,100]",2023-06-22,"Instant answer, Knowledge panel, Local pack, Reviews, People also ask, Find results on, Related searches","commercial, informational",Organic
cantonnement chantier,44,44,210,9,1.26,https://www.algeco.fr/professionnels-du-btp/base-vie,0,0,0.00,0.06,147000,"[81,81,43,34,43,65,65,53,65,81,81,65]",2023-06-05,"Reviews, People also ask, Indented, Related searches",informational,Organic
sixt aéroport marseille,29,29,50,23,2.19,https://www.algeco.fr/realisations/agence-sixt-l-aeroport-marseille-marignane,0,0,0.00,0.27,96,"[45,63,36,36,45,45,36,18,45,100,81,45]",2023-06-09,"Knowledge panel, Image pack, Reviews, Image, Ads top, Indented, Related searches","navigational, transactional",Organic
85 quai d'orsay,50,50,90,14,0.00,https://www.algeco.fr/realisations/chantier-de-renforcement-de-la-ligne-du-rer-c-spie-quai-d-orsay-paris-75,0,0,0.00,0,763000,"[64,64,64,64,64,100,64,52,64,11,11,11]",2023-06-12,"Image pack, Image, Indented, Address pack",informational,Organic
peut on poser un container sur un terrain non constructible,89,89,90,13,0.00,https://www.algeco.fr/faq/ai-je-besoin-d-un-permis-de-construire,0,0,0.00,0.03,23100,"[64,11,11,11,11,11,64,64,64,100,100,64]",2023-06-18,"Sitelinks, Reviews, Featured snippet, People also ask, FAQ, Related searches",informational,Organic
pic travaux,98,98,50,19,0.00,https://www.algeco.fr/newsroom/conditions-extremes-une-base-vie-tout-confort-a-2-500-m-d-altitude,0,0,0.00,0,21400000,"[71,57,100,71,28,71,71,57,57,71,71,100]",2023-06-02,"Image pack, Reviews, People also ask, Indented, Related searches",informational,Organic
