Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
notre dame de fidelite,93,93,140,28,0.00,https://www.portakabin.com/fr/etudes-de-cas/lycee-ndf/,0,0,0.00,0,153000,"[100,100,100,0,10,23,10,10,12,12,35,43]",2023-06-14,"Local pack, Image pack, Sitelinks, Reviews, Image, Video Carousel, Find results on, Indented, Related searches","commercial, navigational",Organic
location modulaire,7,7,70,30,3.35,https://www.portakabin.com/fr/pourquoi-portakabin/options-dacquisition/location/,0,0,3.00,0.41,2550000,"[10,10,22,10,8,10,6,14,22,22,29,22]",2023-06-01,"Local pack, Sitelinks, Reviews, Find results on, Indented, Related searches",commercial,Organic
salle de réunion modulable,42,42,40,1,3.56,https://www.portakabin.com/be-fr/nos-batiments/autres-utilisations-de-batiments/salles-de-reunion-et-de-formation/,0,0,0.00,1,479000,"[21,14,14,14,14,21,21,78,78,14,21,21]",2023-06-13,"Image pack, Reviews, Image, Ads bottom, Indented, Related searches",informational,Organic
mairie de moëlan-sur-mer,41,41,70,29,0.00,https://www.portakabin.com/fr/etudes-de-cas/mairie-de-moelan-sur-mer/,0,0,0.00,0,45700,"[0,0,0,0,81,100,100,81,100,81,81,63]",2023-06-13,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
clinique saint grégoire,33,33,480,31,0.00,https://www.portakabin.com/fr/etudes-de-cas/clinique-saint-gregoire/,0,0,0.00,0,973000,"[66,66,54,44,81,100,66,54,81,54,66,54]",2023-06-20,"Local pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches","commercial, navigational",Organic
tanneries haas,33,33,590,26,0.00,https://www.portakabin.com/fr/etudes-de-cas/tanneries-haas/,0,0,0.00,0.02,91200,"[67,54,81,44,67,81,81,67,100,67,81,54]",2023-06-21,"Knowledge panel, Reviews, Image, Video Carousel, FAQ, Indented, Related searches",navigational,Organic
hôpital de longjumeau,34,34,720,29,0.00,https://www.portakabin.com/fr/etudes-de-cas/hopital-de-longjumeau/,0,0,0.00,0,227000,"[36,20,20,16,41,24,16,2,54,54,41,54]",2023-06-20,"Local pack, Sitelinks, Reviews, Image, Find results on, Related searches","commercial, navigational",Organic
pharmacie marliere,24,24,90,17,0.00,https://www.portakabin.com/fr/etudes-de-cas/pharmacie-de-marliere/,0,0,0.00,0,77,"[42,33,42,42,42,52,42,52,42,33,42,42]",2023-06-22,"Knowledge panel, Image pack, Reviews, FAQ, Indented, Related searches",navigational,Organic
dimension bungalow algeco,66,66,40,9,0.59,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/,0,0,0.00,0.4,84,"[18,36,18,18,18,36,36,18,27,36,81,100]",2023-06-10,"Image pack, Reviews, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
notre mission,15,15,90,17,0.00,https://www.portakabin.com/fr/a-propos-de-nous/notre-mission-notre-vision-et-nos-valeurs/,0,0,0.00,0,215000000,"[78,64,50,50,64,64,100,50,64,78,100,64]",2023-06-14,"Image pack, Reviews, Image, People also ask, Indented, Related searches",commercial,Organic
porte algeco,83,83,40,11,0.98,https://www.portakabin.com/fr/,0,0,0.00,1,98100,"[11,11,11,11,11,11,17,23,23,64,29,29]",2023-06-24,"Image pack, Sitelinks, Reviews, Image, Ads bottom, People also ask, Indented, Related searches",informational,Organic
nungesser erstein,77,77,140,25,0.00,https://www.portakabin.com/fr/nos-agences/,0,0,0.00,0,87,"[66,100,52,33,66,66,52,42,42,52,100,66]",2023-06-16,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Video Carousel, Related searches",navigational,Organic
poste la garde,36,36,390,35,0.00,https://www.portakabin.com/fr/nos-batiments/autres-utilisations/postes-de-garde/,0,0,0.00,0,41900000,"[66,54,54,66,81,81,81,100,81,44,66,54]",2023-06-13,"Local pack, Reviews, Image, Indented, Related searches",navigational,Organic
mairie de la couronne,57,57,320,25,0.00,https://www.portakabin.com/fr/etudes-de-cas/mairie-de-grand-couronne/,0,0,0.00,0,5120000,"[53,82,82,82,82,82,82,66,100,82,100,66]",2023-06-18,"Knowledge panel, Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Related searches","commercial, navigational",Organic
pharmacie de la marliere,28,28,110,25,0.00,https://www.portakabin.com/fr/etudes-de-cas/pharmacie-de-marliere/,0,0,0.00,0,79,"[42,52,52,42,52,52,42,66,66,42,52,66]",2023-06-19,"Knowledge panel, Image pack, Reviews, Image, FAQ, Indented, Related searches",navigational,Organic
réfectoire,56,56,2900,36,0.00,https://www.portakabin.com/fr/nos-batiments/autres-utilisations/refectoires/,0,0,0.00,0,2870000,"[80,100,80,36,100,80,100,80,100,66,100,100]",2023-06-22,"Instant answer, Knowledge panel, Local pack, Reviews, People also ask, Find results on, Related searches","commercial, informational",Organic
titan dimensions,88,88,170,17,0.00,https://www.portakabin.com/gb-en/our-buildings/our-product-range/portable-cabins/titan/,0,0,0.00,0.01,40200000,"[43,23,28,43,28,28,28,100,43,43,43,43]",2023-06-04,"Image pack, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
rappel lu,26,26,70,38,0.00,https://www.portakabin.com/lu-fr/formulaire-de-rappel/,0,0,0.00,0,19300000,"[81,15,43,34,15,6,6,6,6,6,6,6]",2023-06-22,"Image pack, People also ask, Indented, Related searches",informational,Organic
santexpo 2022,40,40,880,19,0.00,https://www.portakabin.com/fr/actualites-et-evenements/actualites/santexpo/,0,0,0.00,0.02,80300,"[100,3,1,0,1,1,0,0,0,0,0,0]",2023-06-21,"Sitelinks, Reviews, Image, FAQ, Related searches",navigational,Organic
cabine sanitaire préfabriquée,66,66,70,6,1.00,https://www.portakabin.com/fr/nos-batiments/toilettes-douches-et-vestiaires/,0,0,0.00,1,91,"[50,50,64,64,50,64,50,50,64,50,50,64]",2023-06-11,"Image pack, Sitelinks, Reviews, Image, Indented, Related searches",informational,Organic
as 24 corbas,67,67,480,26,0.00,https://www.portakabin.com/fr/nos-agences/agence-de-lyon/,0,0,0.00,0.01,316000,"[39,39,39,32,72,100,100,59,72,21,32,17]",2023-06-24,"Local pack, Image pack, Sitelinks, Reviews, Image, People also ask, Indented, Related searches",commercial,Organic
hub boulanger lesquin,61,61,70,19,0.00,https://www.portakabin.com/fr/etudes-de-cas/boulanger/,0,0,0.00,0,75,"[11,11,11,11,11,64,82,64,64,64,52,100]",2023-06-07,"Knowledge panel, Image pack, Reviews, Image, Indented",informational,Organic
baxter belgique,54,54,40,21,0.00,https://www.portakabin.com/be-fr/etudes-de-cas/baxter/,0,0,0.00,0.01,2720000,"[11,11,11,11,11,11,100,11,11,64,11,11]",2023-05-30,"Local pack, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
invitation petit déjeuner entreprise,86,86,40,7,0.00,https://www.portakabin.com/fr/actualites-et-evenements/evenements/breakfast-invite/,0,0,0.00,0.09,840000,"[5,28,5,5,5,28,5,5,5,5,23,5]",2023-06-24,"Image pack, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
brentford football club logo,86,86,50,28,0.00,https://www.portakabin.com/gb-en/case-studies/brentford-football-club/,0,0,0.00,0,19800000,"[81,18,18,18,36,18,100,18,18,100,81,18]",2023-06-21,"Image pack, Sitelinks, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
vision missions valeurs,50,50,170,12,0.00,https://www.portakabin.com/fr/a-propos-de-nous/notre-mission-notre-vision-et-nos-valeurs/,0,0,0.00,0,16800000,"[100,80,66,52,66,80,66,66,80,80,100,80]",2023-06-04,"Image pack, People also ask, Related searches",informational,Organic
nouveaux president,40,40,110,47,0.00,https://www.portakabin.com/fr/actualites-et-evenements/actualites/portakabin-france-nomme-un-nouveau-president/,0,0,0.00,0.01,21100000,"[4,3,0,3,3,2,2,1,1,0,2,1]",2023-06-13,"Top stories, Image pack, People also ask, Indented, Related searches",informational,Organic
titant,63,63,260,51,0.23,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/batiments-autonomes/titan/,0,0,0.00,0.01,494000000,"[0,44,15,5,23,9,23,66,100,81,19,4]",2023-06-13,"Image pack, Sitelinks, Image, People also ask, Indented, Related searches, See results about",informational,Organic
mairie de souppes-sur-loing,16,16,50,25,0.00,https://www.portakabin.com/fr/etudes-de-cas/mairie-de-souppes-sur-loing/,0,0,0.00,0,73700,"[100,0,0,0,0,0,0,0,0,0,0,0]",2023-06-18,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
salle de bain compacte préfabriquée,71,71,40,4,0.97,https://www.portakabin.com/fr/nos-batiments/toilettes-douches-et-vestiaires/,0,0,0.00,1,74,"[12,9,34,15,12,6,9,6,15,6,6,6]",2023-06-09,"Image pack, Sitelinks, Reviews, Image, Indented, Related searches",informational,Organic
la charlotte hesdin l abbé,22,22,110,26,0.00,https://www.portakabin.com/fr/actualites-et-evenements/actualites/la-charlotte/,0,0,0.00,0,95,"[43,43,35,28,28,53,53,43,0,0,0,0]",2023-05-30,"Knowledge panel, Image pack, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
irm conception,95,95,40,18,0.00,https://www.portakabin.com/fr/nos-batiments/etablissements-de-sante/clinique/salles-dirm-et-de-diagnostic/,0,0,0.00,0,962000,"[18,18,18,18,100,18,18,18,18,100,18,100]",2023-06-08,"Local pack, Reviews, Image, Indented, Related searches",commercial,Organic
modular buildings,4,4,40,56,1.28,https://www.portakabin.com/gb-en/why-modular/,0,0,1.00,0.32,225000000,"[77,33,33,22,33,44,100,33,22,22,22,22]",2023-05-28,"Knowledge panel, Local pack, Sitelinks, Reviews, Image, People also ask, Related searches",informational,Organic
happy chic,84,84,170,19,0.00,https://www.portakabin.com/fr/etudes-de-cas/happychic/,0,0,0.00,0,148000000,"[80,65,80,34,53,65,34,53,80,53,100,80]",2023-06-20,"Local pack, Image pack, Reviews, Find results on, Indented, Related searches",commercial,Organic
zone industrielle lille,42,42,70,18,0.00,https://www.portakabin.com/fr/nos-agences/agence-de-lille/,0,0,0.00,0,3770000,"[52,23,14,9,9,52,52,52,52,52,23,9]",2023-06-09,"Local pack, Image pack, Sitelinks, Image, Find results on, Indented, Related searches",navigational,Organic
j'aimerais prendre rendez vous,33,33,40,19,0.00,https://www.portakabin.com/fr/prendre-un-rendez-vous/,0,0,0.00,0,7500000,"[0,0,0,0,22,100,100,22,77,22,100,22]",2023-06-08,"Image pack, Reviews, Video Carousel, People also ask, Indented, Related searches",informational,Organic
hop americain paris,80,80,210,42,0.00,https://www.portakabin.com/fr/etudes-de-cas/hopital-americain-de-paris/,0,0,0.00,0.04,17500000,"[0,0,0,0,0,0,0,54,100,100,100,100]",2023-05-31,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, Indented, Related searches",navigational,Organic
why not rouen,56,56,70,28,0.00,https://www.portakabin.com/fr/nos-agences/agence-de-rouen/,0,0,0.00,0,16000000,"[64,64,11,11,11,11,11,64,64,11,52,100]",2023-06-09,"Knowledge panel, Image pack, Reviews, Image, Indented",navigational,Organic
synonyme de locaux,51,51,210,31,0.00,https://www.portakabin.com/fr/nos-batiments/etablissements-scolaires/locaux-techniques/,0,0,0.00,0,4780000,"[80,80,65,53,80,65,65,53,100,100,100,100]",2023-06-23,"Featured snippet, People also ask, Indented, Related searches",informational,Organic
rapel moi,58,58,70,28,0.00,https://www.portakabin.com/fr/formulaire-de-rappel/,0,0,0.00,0,31000000,"[81,53,12,21,43,34,0,21,3,3,0,21]",2023-06-03,"Knowledge panel, Reviews, Video Carousel, Indented, Related searches","informational, transactional",Organic
8 rue de marseille,91,91,390,19,0.00,https://www.portakabin.com/fr/nos-agences/agence-de-marseille/,0,0,0.00,0,50200000,"[66,81,100,66,66,81,100,100,100,3,3,3]",2023-06-13,"Image pack, Reviews, Image, Address pack, Related searches",informational,Organic
bibliothèque calais,59,59,140,30,0.00,https://www.portakabin.com/fr/etudes-de-cas/mediatheque-de-calais/,0,0,0.00,0,3880000,"[66,66,52,66,66,80,66,80,80,80,80,80]",2023-06-22,"Local pack, Sitelinks, Reviews, Image, People also ask, Find results on, Related searches","commercial, navigational",Organic
vekemans,81,81,50,29,0.00,https://www.portakabin.com/fr/etudes-de-cas/pharmacie-vekemans/,0,0,0.00,0,845000,"[1,1,1,1,6,1,6,5,5,1,5,1]",2023-06-09,"Local pack, Image pack, Reviews, Video Carousel, Find results on, Indented, Related searches",commercial,Organic
we can do nantes,64,64,40,34,0.00,https://www.portakabin.com/fr/nos-agences/agence-de-nantes/,0,0,0.00,0.01,17400000,"[5,5,5,5,5,5,28,35,28,5,5,5]",2023-06-14,"Sitelinks, Reviews, Indented, Related searches","navigational, transactional",Organic
sol us,16,16,40,23,0.00,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/batiments-autonomes/solus/,0,0,0.00,0,962000000,"[63,100,36,63,18,18,18,18,18,18,18,18]",2023-06-03,"Image pack, Sitelinks, Image, Indented, Related searches",informational,Organic
flaine domaine,38,35,40,33,0.00,https://www.portakabin.com/fr/etudes-de-cas/domaine-skiable-de-flaine/,0,0,0.00,0.06,488000,"[14,14,14,14,14,14,14,100,78,14,14,14]",2023-06-24,"Knowledge panel, Image pack, Reviews, Image, People also ask, Indented, Related searches","informational, navigational",Organic
domaine skiable de flaine,38,38,40,31,0.00,https://www.portakabin.com/fr/etudes-de-cas/domaine-skiable-de-flaine/,0,0,0.00,0,70600,"[0,6,6,6,9,12,15,34,34,21,6,6]",2023-06-07,"Knowledge panel, Reviews, Image, Related searches","navigational, transactional",Organic
chambres blanches,97,97,90,19,0.33,https://www.portakabin.com/fr/nos-batiments/etablissements-de-sante/clinique/salles-blanches/,0,0,0.00,1,54600000,"[1,1,1,0,0,0,0,0,100,0,1,1]",2023-06-13,"Image pack, Reviews, Image, Indented, Related searches, See results about","commercial, informational",Organic
poste de la garde,39,39,110,33,0.00,https://www.portakabin.com/fr/nos-batiments/autres-utilisations/postes-de-garde/,0,0,0.00,0,37400000,"[28,28,43,43,43,35,17,35,28,5,10,12]",2023-06-08,"Local pack, Image pack, Reviews, Image, Indented, Related searches",navigational,Organic
31 rue du chemin rouge 44300 nantes,33,33,90,9,0.00,https://www.portakabin.com/fr/nos-agences/agence-de-nantes/,0,0,0.00,0,82,"[64,64,64,64,64,100,82,64,82,11,11,11]",2023-06-15,"Image pack, Reviews, Image, Indented, Address pack, Related searches",informational,Organic
saint grégoire clinique,36,36,70,32,0.00,https://www.portakabin.com/fr/etudes-de-cas/clinique-saint-gregoire/,0,0,0.00,0,674000,"[1,8,8,1,1,8,1,8,8,8,1,2]",2023-05-30,"Local pack, Image pack, Sitelinks, Reviews, Image, People also ask, Find results on, Indented, Related searches","commercial, navigational",Organic
dimension salle de classe,17,17,70,28,0.00,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/batiments-assemblables/akademy/,0,0,0.00,0,6020000,"[66,33,19,9,23,23,52,23,33,33,42,9]",2023-06-18,"Image pack, Sitelinks, Reviews, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
boucherie bures sur yvette,24,24,110,16,0.00,https://www.portakabin.com/fr/etudes-de-cas/boucherie-tornier/,0,0,0.00,0,95,"[66,66,66,52,52,52,52,66,52,42,42,42]",2023-06-22,"Knowledge panel, Image pack, Sitelinks, Reviews, Related searches",navigational,Organic
mairie de villepreux,29,29,1000,26,0.00,https://www.portakabin.com/fr/etudes-de-cas/mairie-de-villepreux/,0,0,0.00,0,98,"[100,100,45,55,81,81,62,55,81,62,81,62]",2023-06-20,"Knowledge panel, Sitelinks, Reviews, Image, Related searches",navigational,Organic
espace restreint,46,46,50,24,0.00,https://www.portakabin.com/fr/faqs/pourquoi-modulaire/nous-navons-pas-beaucoup-despace-sur-notre-site.-pouvez-vous-integrer-un-batiment-dans-un-espace-restreint-ou-sur-un-site-dont-lacces-est-limite-/,0,0,0.00,0,9910000,"[14,14,14,14,14,78,78,100,14,14,14,14]",2023-06-02,"Reviews, Featured snippet, Video Carousel, Indented, Related searches",informational,Organic
demeco dijon,81,81,90,15,1.25,https://www.portakabin.com/fr/etudes-de-cas/mairie-de-dijon/,0,0,0.00,0.31,82,"[78,78,78,78,64,50,28,28,64,14,64,78]",2023-06-04,"Local pack, Image pack, Reviews, Image, Ads bottom, Indented, Related searches",navigational,Organic
maire de souppes sur loing,32,32,50,22,0.00,https://www.portakabin.com/fr/etudes-de-cas/mairie-de-souppes-sur-loing/,0,0,0.00,0,108000,"[7,50,35,35,64,28,100,21,64,28,21,35]",2023-06-07,"Instant answer, Knowledge panel, Image pack, Sitelinks, Reviews, Image, FAQ, Indented, Related searches",informational,Organic
hopital américain,51,51,2900,46,0.27,https://www.portakabin.com/fr/etudes-de-cas/hopital-americain-de-paris/,0,0,0.00,0.01,1540000,"[81,53,53,44,53,29,53,81,100,44,44,44]",2023-06-19,"Local pack, Sitelinks, Reviews, Image, Find results on, Indented","commercial, navigational",Organic
pdg a,70,70,170,25,0.00,https://www.portakabin.com/fr/actualites-et-evenements/actualites/dan-ibbetson-nomme-nouveau-pdg-de-portakabin/,0,0,0.00,0,48900000,"[66,54,3,0,0,3,3,0,0,0,100,100]",2023-06-21,"Top stories, Image pack, Indented, Related searches",informational,Organic
university of cumbria,79,79,110,48,0.00,https://www.portakabin.com/gb-en/case-studies/university-of-cumbria/,0,0,0.00,0.01,8260000,"[64,52,41,41,82,82,82,52,64,100,64,64]",2023-05-31,"Local pack, Sitelinks, Reviews, Image, People also ask, Related searches",navigational,Organic
bloc sanitaire préfabriqué pour camping car,37,37,210,7,0.36,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/bloc-sanitaire-prefabrique/,0,0,0.00,0.41,92,"[43,43,54,43,43,66,35,22,22,29,22,43]",2023-06-19,"Image pack, Sitelinks, Reviews, Image, Ads top, Ads bottom, Related searches",informational,Organic
pharmacie plage,50,50,140,27,0.00,https://www.portakabin.com/fr/etudes-de-cas/pharmacie-de-la-plage/,0,0,0.00,0,5400000,"[53,43,100,100,28,34,34,34,21,6,6,6]",2023-06-23,"Local pack, Image pack, Reviews, Image, FAQ, Find results on, Indented, Related searches",commercial,Organic
pull man,50,50,390,48,0.26,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/batiments-autonomes/pullman/,0,0,0.00,0.07,1730000000,"[44,100,54,81,54,44,66,44,44,44,36,54]",2023-06-15,"Knowledge panel, Image pack, Reviews, Image, Hotels Pack, Indented, Related searches","informational, transactional",Organic
construction modulaire prix,47,47,50,18,1.27,https://www.portakabin.com/fr/,0,0,0.00,0.99,3760000,"[100,100,80,100,80,100,100,100,100,60,100,80]",2023-06-09,"Sitelinks, Reviews, Featured snippet, Image, Ads bottom, Related searches","informational, navigational",Organic
clinique de saint grégoire,47,47,140,33,0.00,https://www.portakabin.com/fr/etudes-de-cas/clinique-saint-gregoire/,0,0,0.00,0,519000,"[100,82,100,82,100,100,100,64,100,52,64,52]",2023-06-21,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Indented, Related searches","commercial, navigational",Organic
prefabriques,33,33,50,22,0.95,https://www.portakabin.com/fr/pourquoi-modulaire/les-avantages-des-batiments-prefabriques/,0,0,0.00,0.95,5620000,"[100,53,11,15,3,19,0,0,7,0,0,19]",2023-06-15,"Knowledge panel, Local pack, Sitelinks, Reviews, Video Carousel, People also ask, Find results on, Indented, Related searches",informational,Organic
usine valenciennes,15,15,140,39,0.05,https://www.portakabin.com/fr/nos-agences/usine-de-valenciennes/,0,0,0.00,0.03,955000,"[53,65,53,53,53,53,42,42,80,53,100,34]",2023-06-12,"Local pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
hopital.longjumeau,47,47,140,25,0.00,https://www.portakabin.com/fr/etudes-de-cas/hopital-de-longjumeau/,0,0,0.00,0,125000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2023-06-09,"Local pack, Sitelinks, Reviews, Image, Find results on","commercial, navigational",Organic
l hôpital américain de paris,50,50,90,39,0.00,https://www.portakabin.com/fr/etudes-de-cas/hopital-americain-de-paris/,0,0,0.00,0.03,5620000,"[35,100,22,14,14,35,10,0,0,0,0,0]",2023-06-08,"Knowledge panel, Sitelinks, Reviews, Image, People also ask, FAQ, Indented, Related searches",navigational,Organic
vestiaires,35,35,2900,59,0.59,https://www.portakabin.com/fr/nos-batiments/toilettes-douches-et-vestiaires/vestiaires/,0,0,0.00,1,25100000,"[81,43,66,28,66,28,28,24,24,15,36,43]",2023-06-22,"Top stories, Image pack, Sitelinks, Reviews, Image, People also ask, See results about",informational,Organic
mairie de souppes sur loing,20,20,590,24,0.00,https://www.portakabin.com/fr/etudes-de-cas/mairie-de-souppes-sur-loing/,0,0,0.00,0,75100,"[100,100,81,81,100,81,100,81,81,81,81,66]",2023-06-14,"Knowledge panel, Sitelinks, Reviews, Image, Indented, Related searches",navigational,Organic
salle de classe,63,75,5400,31,0.73,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/batiments-assemblables/akademy/,0,0,0.00,0,87500000,"[66,66,44,66,66,81,81,66,66,66,81,66]",2023-06-25,"Image pack, Reviews, Image, People also ask, Related searches",informational,Organic
salle de classe moderne,46,46,170,26,0.00,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/batiments-assemblables/akademy/,0,0,0.00,0,12800000,"[53,35,17,17,35,66,53,43,43,35,43,28]",2023-06-22,"Image pack, Reviews, Image, People also ask, Indented",informational,Organic
lo o,95,95,40,19,0.00,https://www.portakabin.com/fr/a-propos-de-nous/marques-deposees/portaloo-ou-porta-loo/,0,0,0.00,0.02,12940000000,"[18,18,18,18,18,18,18,100,100,100,18,18]",2023-06-01,"Image pack, Reviews, Video Carousel, Related searches, See results about",transactional,Organic
température minimum salle de classe,66,66,40,15,0.00,https://www.portakabin.com/fr/nos-batiments/etablissements-scolaires/salles-de-classe/,0,0,0.00,0,4930000,"[14,14,0,14,14,14,78,78,50,14,14,14]",2023-06-03,"Featured snippet, People also ask, Indented, Related searches",informational,Organic
toilettes autonomes,55,55,50,11,0.82,https://www.portakabin.com/fr/nos-batiments/toilettes-douches-et-vestiaires/toilettes/,0,0,0.00,1,385000,"[36,100,36,63,27,27,36,36,45,45,45,36]",2023-06-04,"Local pack, Image pack, Sitelinks, Reviews, Image, Video Carousel, People also ask, Find results on, Indented, Related searches",informational,Organic
eventshub,47,47,110,30,0.00,https://www.portakabin.com/gb-en/news-and-events/events/,0,0,0.00,0,456000,"[0,0,0,100,0,0,0,0,0,0,0,0]",2023-06-19,"Image pack, Sitelinks, Reviews, Image, Indented, Related searches",informational,Organic
air liquide le blanc mesnil,32,32,110,19,0.00,https://www.portakabin.com/be-fr/etudes-de-cas/air-liquide/,0,0,0.00,0,99,"[100,64,64,64,64,64,64,64,100,82,64,52]",2023-06-02,"Local pack, Reviews, Indented, Related searches",commercial,Organic
utltima,25,25,140,41,0.53,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/batiments-assemblables/ultima/,0,0,0.00,1,4480000000,"[0,0,0,100,0,0,0,0,0,0,0,0]",2023-06-18,"Local pack, Sitelinks, Reviews, Image, Find results on, Related searches, See results about",commercial,Organic
agence com toulouse,95,95,50,19,1.09,https://www.portakabin.com/fr/nos-agences/agence-de-toulouse/,0,0,0.00,0.25,44100000,"[18,18,18,18,27,27,36,100,100,100,36,27]",2023-06-09,"Local pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
changing rooms,74,74,140,31,0.00,https://www.portakabin.com/gb-en/our-buildings/toilets-showers-and-changing-facilities/changingrooms/,0,0,0.00,0,319000000,"[53,53,53,53,34,43,53,34,100,21,34,28]",2023-06-20,"Knowledge panel, Sitelinks, Reviews, Image, Video Carousel, Indented","informational, transactional",Organic
bureau temporaire,28,28,70,11,3.67,https://www.portakabin.com/fr/nos-batiments/etablissements-scolaires/bureaux/,0,0,0.00,0.27,18800000,"[11,17,11,11,23,11,17,17,82,52,100,64]",2023-06-24,"Local pack, Image pack, Reviews, Image, Video Carousel, Find results on, Indented, Related searches",informational,Organic
wiltshire farm foods,53,53,90,40,0.46,https://www.portakabin.com/gb-en/case-studies/wiltshire-farm-foods/,0,0,0.00,0.08,5810000,"[21,78,100,78,78,50,64,50,78,64,78,50]",2023-06-14,"Knowledge panel, Local pack, Sitelinks, Reviews, People also ask, Related searches",navigational,Organic
module préfabriqué,15,15,70,6,1.67,https://www.portakabin.com/fr/pourquoi-modulaire/quest-ce-que-la-construction-modulaire/,0,0,0.00,1,168000,"[63,100,45,63,63,81,63,36,81,63,63,45]",2023-06-21,"Image pack, Sitelinks, Reviews, Image, Indented, Related searches",informational,Organic
conteneur bureau,28,28,170,5,1.64,https://www.portakabin.com/be-fr/nos-batiments/bureaux-modulaires/container-bureau-occasion/,0,0,0.00,1,4830000,"[53,65,53,65,65,65,81,21,28,34,28,43]",2023-06-21,"Image pack, Reviews, Image, Indented, Related searches",informational,Organic
provide for me,97,97,40,24,0.00,https://www.portakabin.com/gb-en/faqs/managing-and-delivering-your-building/can-portakabin-provide-me-with-spare-parts/,0,0,0.00,0,11260000000,"[4,4,4,4,4,22,4,4,4,22,18,4]",2023-06-10,"Image pack, People also ask, Indented, Related searches",informational,Organic
bloc sanitaire camping occasion,84,84,40,9,0.38,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/bloc-sanitaire-prefabrique/pmr-accessibilite/,0,0,0.00,0.57,285000,"[27,36,36,100,45,27,18,36,45,36,18,18]",2023-06-15,"Image pack, Sitelinks, Reviews, Image, Related searches",informational,Organic
marques déposées,23,23,210,30,0.69,https://www.portakabin.com/fr/a-propos-de-nous/marques-deposees/,0,0,0.00,0.08,50900000,"[54,22,29,22,29,29,100,43,81,35,29,43]",2023-06-18,"Sitelinks, Reviews, Image, People also ask, Related searches",informational,Organic
saint gregoire clinique,29,29,390,33,0.00,https://www.portakabin.com/fr/etudes-de-cas/clinique-saint-gregoire/,0,0,0.00,0,1850000,"[25,25,16,11,31,25,20,16,20,13,20,13]",2023-06-22,"Local pack, Image pack, Sitelinks, Reviews, Image, Find results on, Related searches","commercial, navigational",Organic
salle modulable dijon,80,80,40,7,0.00,https://www.portakabin.com/fr/nos-batiments/etablissements-scolaires/salles-de-classe/,0,0,0.00,0,72000,"[7,11,7,7,7,7,7,42,53,7,7,7]",2023-06-12,"Sitelinks, Reviews, Indented, Related searches",informational,Organic
pacemaker et soleil,36,36,40,18,0.00,https://www.portakabin.com/fr/nos-batiments/notre-gamme-de-produits/batiments-autonomes/pacemaker/,0,0,0.00,0,1310000,"[57,71,100,100,71,42,28,28,28,28,28,28]",2023-06-01,"Reviews, Featured snippet, People also ask, Indented, Related searches",informational,Organic
modulaire construction,8,8,70,43,1.20,https://www.portakabin.com/fr/,0,0,0.00,0.98,6780000,"[36,18,45,18,100,100,45,100,18,100,27,36]",2023-06-13,"Knowledge panel, Local pack, Reviews, Video Carousel, People also ask, Find results on, Indented, Related searches",commercial,Organic
maison de retraite landerneau,70,70,110,15,0.59,https://www.portakabin.com/fr/etudes-de-cas/hopital-ferdinand-graal-de-landerneau/,0,0,0.00,0.1,100,"[82,52,41,82,52,52,52,52,100,64,41,64]",2023-06-20,"Local pack, Reviews, Image, Find results on, Indented, Related searches",commercial,Organic
hôpital de lens,55,55,1300,25,0.00,https://www.portakabin.com/fr/etudes-de-cas/centre-hospitalier-de-lens/,0,0,0.00,0,3110000,"[66,54,100,36,41,36,30,41,54,54,54,41]",2023-06-18,"Local pack, Image pack, Reviews, Image, Related searches",transactional,Organic
